model,make,year,number_seats,weight_in_kg,price_in_euro,ride,current_timestamp,ambient_light_level_in_lux,fuel_level_in_percent,tire_pressure,acceleration,speed,engine_temperature,engine_rpm,engine_oil_pressure,cruise_control,cruise_control_speed
Camry,Toyota,2006,5,1525,20000,22,49,9201,0.6728655079573383,1.7252351372565198,9.396804150912377,107,97.6397322698869,5886,200.0,True,107
Camry,Toyota,2006,5,1525,20000,22,50,9184,0.6556201187752715,1.7252351372565198,9.396804150912377,107,101.75397342170594,5414,126.1308783496564,True,107
Camry,Toyota,2006,5,1525,20000,22,51,9170,0.6383747295932046,1.7252351372565198,0.225577427381646,107,85.0,4058,116.34840047380479,False,
Camry,Toyota,2006,5,1525,20000,22,52,9074,0.6211293404111378,1.7252351372565198,4.899166862149072,110,91.15591882693289,5419,185.0042060456633,False,
Camry,Toyota,2006,5,1525,20000,22,53,9005,0.6038839512290709,1.7252351372565198,7.988193608317131,115,93.17038370208785,5145,141.30605796489496,False,
Camry,Toyota,2006,5,1525,20000,22,54,8921,0.586638562047004,1.7252351372565198,2.3660557603646275,116,86.59155367067036,2797,110.78674126004059,False,
Camry,Toyota,2006,5,1525,20000,22,55,8889,0.5693931728649372,1.7252351372565198,6.366399606858252,120,95.30440689023698,5890,162.04459008504415,False,
Camry,Toyota,2006,5,1525,20000,22,56,8809,0.5521477836828703,1.7252351372565198,3.537842687769355,122,88.51678096216467,4174,116.5297816433459,False,
Camry,Toyota,2006,5,1525,20000,22,57,8792,0.5349023945008035,1.7252351372565198,2.9989272226643306,124,88.29988001727419,4540,130.01485993498414,False,
Camry,Toyota,2006,5,1525,20000,22,58,8706,0.5176570053187366,1.7252351372565198,6.017855150932446,128,93.73569080431704,5736,121.11370143354168,False,
Camry,Toyota,2006,5,1525,20000,22,59,8661,0.5104116161366697,1.7252351372565198,-3.357115618840462,125,85.0,1359,36.27817918022371,False,
Camry,Toyota,2006,5,1525,20000,22,60,8628,0.4931662269546029,1.7252351372565198,1.8034853720142001,126,88.62414150246741,6869,171.10497776981413,False,
Camry,Toyota,2006,5,1525,20000,22,61,8611,0.475920837772536,1.7252351372565198,8.9102939691718,132,97.26164204301321,7000,183.158957986876,False,
Camry,Toyota,2006,5,1525,20000,22,62,8572,0.45867544859046916,1.7252351372565198,8.474520919636216,137,98.24899158467487,7000,191.1807723986676,False,
Camry,Toyota,2006,5,1525,20000,22,63,8541,0.4414300594084023,1.7252351372565198,9.670279279616224,143,98.72949984128927,6630,180.25341823736383,False,
Camry,Toyota,2006,5,1525,20000,22,64,8517,0.42418467022633544,1.7252351372565198,10.0,149,102.40892169459634,6951,200.0,False,
Camry,Toyota,2006,5,1525,20000,22,65,8497,0.4069392810442686,1.7252351372565198,4.260273408276399,151,91.05545567223038,5908,171.7744136257259,False,
Camry,Toyota,2006,5,1525,20000,22,66,8474,0.3896938918622017,1.7252351372565198,4.543728846468737,154,95.4575307801475,5377,116.02880019242802,False,
Camry,Toyota,2006,5,1525,20000,22,67,8384,0.37244850268013485,1.7252351372565198,10.0,160,101.42629299385538,6866,199.21275283779121,False,
Camry,Toyota,2006,5,1525,20000,22,68,8325,0.355203113498068,1.7252351372565198,10.0,166,99.86595950527082,6518,183.60548048984154,False,
Camry,Toyota,2006,5,1525,20000,22,69,8257,0.33795772431600113,1.7252351372565198,7.569854757014585,171,99.73945876836628,7000,182.57050139630735,False,
Camry,Toyota,2006,5,1525,20000,22,70,8219,0.32071233513393427,1.7252351372565198,1.4204018316754166,171,87.66779125386921,3024,104.50735106461744,False,
Camry,Toyota,2006,5,1525,20000,22,71,8153,1.0,1.7252351372565198,10.0,177,98.24333991684905,6466,175.95401214151235,False,
Camry,Toyota,2006,5,1525,20000,22,72,8090,0.9827546108179331,1.7252351372565198,10.0,183,98.94320513015813,5480,186.41860523606078,False,
Camry,Toyota,2006,5,1525,20000,22,73,8042,0.9655092216358663,1.7252351372565198,8.988363462316803,189,100.966909493238,7000,163.1353638476828,False,
Camry,Toyota,2006,5,1525,20000,22,74,7988,0.9482638324537994,1.7252351372565198,9.41672999527863,195,98.53925947262836,6224,179.3221475665585,False,
Camry,Toyota,2006,5,1525,20000,22,75,7937,0.9310184432717326,1.7252351372565198,9.058939307131357,201,100.8284694897886,5627,167.12136134232105,False,
Camry,Toyota,2006,5,1525,20000,22,76,7903,0.9137730540896657,1.7252351372565198,1.3202760656661061,201,89.481959251156,3647,120.69524268081541,False,
Camry,Toyota,2006,5,1525,20000,22,77,7892,0.9065276649075988,1.7252351372565198,-2.273954708505025,199,85.0,2614,44.39525713661948,False,
Camry,Toyota,2006,5,1525,20000,22,78,7881,,1.7252351372565198,-3.58779966774771,196,86.81863165565942,2197,112.10014109412845,False,
Camry,Toyota,2006,5,1525,20000,22,79,7867,,1.7252351372565198,4.664998571190214,199,93.71838154630062,5052,125.32778610594349,False,
Camry,Toyota,2006,5,1525,20000,22,80,7771,,1.7252351372565198,4.938014931327127,202,91.80721775725736,6288,140.90646311103635,False,
Camry,Toyota,2006,5,1525,20000,22,81,7769,,1.7252351372565198,-1.2442324556731092,201,85.0,2801,59.09509334515512,False,
Camry,Toyota,2006,5,1525,20000,22,82,7725,0.8403007189972646,1.7252351372565198,4.858285672837769,204,92.77708498871492,4905,141.7567395335614,False,
Camry,Toyota,2006,5,1525,20000,22,83,7652,0.8230553298151977,1.7252351372565198,10.0,210,97.64037677100634,5299,100.62218747137109,False,
Camry,Toyota,2006,5,1525,20000,22,84,7638,0.8058099406331308,1.7252351372565198,10.0,216,99.75933407002945,7000,176.16144478043515,False,
Camry,Toyota,2006,5,1525,20000,22,85,7575,0.788564551451064,1.7252351372565198,10.0,222,100.92645739810341,7000,188.02245586250416,False,
Camry,Toyota,2006,5,1525,20000,22,86,7480,0.7713191622689971,1.7252351372565198,10.0,228,101.41239930100114,7000,151.85892014267912,False,
Camry,Toyota,2006,5,1525,20000,22,87,7404,0.7540737730869302,1.7252351372565198,4.7182736587787275,231,96.00775931587232,5439,155.90383191986388,False,
Camry,Toyota,2006,5,1525,20000,22,88,7397,0.7368283839048634,1.7252351372565198,8.272955763985912,236,99.48510350671881,5852,150.09896776196592,False,
Camry,Toyota,2006,5,1525,20000,22,89,7332,0.7195829947227965,1.7252351372565198,7.127712809906129,240,98.07657611416141,6338,157.63977441742512,False,
Camry,Toyota,2006,5,1525,20000,22,90,7328,0.7023376055407297,1.7252351372565198,8.732843719229674,246,96.68976895756938,7000,198.77301066631134,False,
Camry,Toyota,2006,5,1525,20000,22,91,7237,0.6850922163586628,1.7252351372565198,4.760068895869321,249,87.67490138811681,5025,153.49951062679526,False,
Camry,Toyota,2006,5,1525,20000,22,92,7191,0.6669184453354208,1.5292818901406013,1.570730526616047,249,85.0,4314,109.15714326061348,False,
Camry,Toyota,2006,5,1525,20000,22,93,7115,0.6487446743121787,1.5292818901406013,10.0,255,100.97030131830184,7000,186.53208866102153,False,
Camry,Toyota,2006,5,1525,20000,22,94,7024,0.6305709032889367,1.5292818901406013,10.0,261,98.90334438556695,5405,158.54002204875317,False,
Camry,Toyota,2006,5,1525,20000,22,95,6964,0.6123971322656947,1.5292818901406013,3.314312295943778,263,91.52003624461908,4294,104.3475593003157,False,
Camry,Toyota,2006,5,1525,20000,22,96,6904,0.5942233612424527,1.5292818901406013,2.0357082065033123,264,85.0,5071,108.14021939835823,False,
Camry,Toyota,2006,5,1525,20000,22,97,6809,0.5760495902192106,1.5292818901406013,4.714366242572841,266,94.22360249986828,5280,133.07523771194445,False,
Camry,Toyota,2006,5,1525,20000,22,98,6782,0.5578758191959686,1.5292818901406013,8.089466338112732,270,95.55734256408944,4672,118.30977186145701,False,
Camry,Toyota,2006,5,1525,20000,22,99,6688,0.5397020481727266,1.5292818901406013,8.041686157109227,274,96.9357651120392,5479,181.11481854992482,False,
Camry,Toyota,2006,5,1525,20000,22,100,6686,0.5215282771494846,1.5292818901406013,7.286735579924132,278,96.09549672049242,5739,147.39186415838998,False,
Camry,Toyota,2006,5,1525,20000,22,101,6666,0.5033545061262426,1.5292818901406013,0.43303180831077004,278,85.0,3595,82.02917574890688,False,
Camry,Toyota,2006,5,1525,20000,22,102,6657,0.4851807351030005,1.5292818901406013,6.197259011577364,281,98.8032046372488,5133,124.91726060853202,False,
Camry,Toyota,2006,5,1525,20000,22,103,6641,0.4670069640797585,1.5292818901406013,8.57731822556227,286,96.12419449259819,6644,160.54058479840901,False,
Camry,Toyota,2006,5,1525,20000,22,104,6601,0.4488331930565165,1.5292818901406013,10.0,292,101.40906745701358,7000,169.56083602383947,False,
Camry,Toyota,2006,5,1525,20000,22,105,6545,0.43065942203327445,1.5292818901406013,10.0,298,96.30992309381602,6590,184.07947038120548,False,
Camry,Toyota,2006,5,1525,20000,22,106,6461,0.41248565101003243,1.5292818901406013,2.0609142439723636,299,85.9632690793475,6012,145.00715936674513,False,
Camry,Toyota,2006,5,1525,20000,22,107,6449,0.3943118799867904,1.5292818901406013,5.279345170863373,300,91.80534496842645,5371,200.0,False,
Camry,Toyota,2006,5,1525,20000,22,108,6447,0.3761381089635484,1.5292818901406013,7.900784752700323,300,95.95437567013236,6551,152.45532335700833,False,
Camry,Toyota,2006,5,1525,20000,22,109,6381,0.35796433794030635,1.5292818901406013,10.0,300,97.75961882759816,7000,163.83636665708795,False,
Camry,Toyota,2006,5,1525,20000,22,110,6377,0.33979056691706433,1.5292818901406013,10.0,300,102.5105681468549,5992,169.70363172208903,False,
Camry,Toyota,2006,5,1525,20000,22,111,6323,0.3216167958938223,1.5292818901406013,10.0,300,98.09523980500089,6256,189.513616215534,False,
Camry,Toyota,2006,5,1525,20000,22,112,6227,0.3034430248705803,1.5292818901406013,10.0,300,104.64631308252675,6306,145.34302488522985,False,
Camry,Toyota,2006,5,1525,20000,22,113,6186,0.28526925384733826,1.5292818901406013,2.5606132914605046,300,87.59409082989632,5050,145.08563021530122,False,
Camry,Toyota,2006,5,1525,20000,22,114,6180,0.27709548282409624,1.5292818901406013,-0.9080314506812059,299,85.0,4812,147.62954434941423,False,
Camry,Toyota,2006,5,1525,20000,22,115,6174,0.2589217118008542,1.5292818901406013,5.62846584761054,300,97.57641315543759,4598,147.31663854977177,False,
Camry,Toyota,2006,5,1525,20000,22,116,6146,0.24074794077761222,1.5292818901406013,5.551555862156238,300,91.32106417352793,4651,132.88170352695556,False,
Camry,Toyota,2006,5,1525,20000,22,117,6137,0.22257416975437022,1.5292818901406013,10.0,300,102.07234917960601,7000,172.32902717946865,False,
Camry,Toyota,2006,5,1525,20000,22,118,6122,0.20440039873112822,1.5292818901406013,3.098798905011191,300,91.66256886257786,4800,126.82265303804853,False,
Camry,Toyota,2006,5,1525,20000,22,119,6081,0.18622662770788623,1.5292818901406013,5.569443173075826,300,91.55534809903787,4576,85.51357620658621,False,
Camry,Toyota,2006,5,1525,20000,22,120,6010,0.16805285668464423,1.5292818901406013,2.3040459486067224,300,92.24688294236638,2784,76.11727619622876,False,
Camry,Toyota,2006,5,1525,20000,22,121,5950,0.16305285668464423,2.5,-0.24358014861969934,299,89.90255645563126,1974,72.79374208842418,False,
Camry,Toyota,2006,5,1525,20000,22,122,5852,0.14805285668464424,2.5,3.009449558985538,300,85.81220557887154,4459,118.48889342744154,False,
Camry,Toyota,2006,5,1525,20000,22,123,5792,1.0,2.5,-2.012752326388962,297,85.0,2485,79.07311453158435,False,
Camry,Toyota,2006,5,1525,20000,22,124,5719,0.995,2.5,-10.0,287,85.0,800,27.752611189285762,False,
Camry,Toyota,2006,5,1525,20000,22,125,5642,0.99,2.5,-10.0,277,85.0,800,52.38700190366421,False,
Camry,Toyota,2006,5,1525,20000,22,126,5615,0.985,2.5,-6.773035796608383,270,85.0,1564,65.52223749457819,False,
Camry,Toyota,2006,5,1525,20000,22,127,5600,0.98,2.5,-6.773035796608383,270,85.0,3800,94.10127146725877,True,270
Camry,Toyota,2006,5,1525,20000,22,128,5588,0.975,2.5,-6.773035796608383,270,85.0,1080,50.925665789750994,True,270
Camry,Toyota,2006,5,1525,20000,22,129,5490,0.97,2.5,-6.773035796608383,270,85.0,1398,17.25880415374642,True,270
Camry,Toyota,2006,5,1525,20000,22,130,5417,0.965,2.5,-6.773035796608383,270,85.0,2360,102.85847628717636,True,270
Camry,Toyota,2006,5,1525,20000,22,131,5362,0.96,2.5,-6.773035796608383,270,85.0,1906,66.04006058024672,True,270
E-Class,Mercedes-Benz,2002,5,1780,53232,23,1,8600,0.9383343835161352,2.3291259472799726,-4.078765009688943,5,85.0,2498,82.80178296252438,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,2,8577,0.9329675633943647,2.3291259472799726,-6.224282284411139,0,85.0,2865,85.73186515903734,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,3,8517,0.9176007432725942,2.3291259472799726,1.0363896254502345,0,85.0,1246,59.820512483220774,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,4,8498,0.9022339231508237,2.3291259472799726,0.7471456523479969,0,85.58613444703028,4307,130.744594570632,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,5,8434,,2.3291259472799726,-6.067064330224788,0,85.0,1088,48.51565412228203,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,6,8401,1.0,2.3291259472799726,-5.3666387142483725,0,85.0,2732,68.82242602277452,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,7,8322,0.9946331798782295,2.3291259472799726,-10.0,0,85.0,800,36.293276127119235,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,8,8288,0.989266359756459,2.3291259472799726,-10.0,0,85.0,800,50.489018370311285,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,9,8259,0.9838995396346886,2.3291259472799726,-6.6144391122728985,0,85.0,2193,22.439831688502828,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,10,8202,0.9785327195129181,2.3291259472799726,-3.7712313422009314,0,85.0,2247,76.51431876583706,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,11,8199,0.9631658993911476,2.3291259472799726,0.03621154993175946,0,85.0,4501,116.50277820106668,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,12,8155,0.9477990792693771,2.3291259472799726,0.35932507443345013,0,85.0,5273,172.22637496168403,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,13,8147,0.9324322591476066,2.3291259472799726,1.1991701887596555,1,88.07591338511011,4121,113.34788454337931,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,14,8134,0.9266290844012239,2.1539933822933053,-1.9352256894117583,0,85.0,1407,70.10168240728922,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,15,8049,0.9208259096548412,2.1539933822933053,-2.7509779104036562,0,85.0,2770,106.73278211129323,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,16,8000,0.9150227349084585,2.1539933822933053,-0.7276095692694988,0,85.0,4171,155.65828309149225,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,17,7959,0.9092195601620758,2.1539933822933053,-3.5526963782160124,0,85.0,3379,118.85435877513481,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,18,7952,0.9034163854156931,2.1539933822933053,-0.8239019724513641,0,85.52485508650575,3999,,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,19,7913,,2.1539933822933053,-5.3086927918505324,0,,2368,81.70446441952,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,20,7888,,2.1539933822933053,-4.21057208212906,0,85.0,3571,81.93288017862031,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,21,7868,,2.1539933822933053,-1.9627068577244229,0,85.0,1164,28.579512936490183,False,
E-Class,Mercedes-Benz,2002,5,1780,53232,23,22,7785,,2.1539933822933053,1.9587719641696415,1,87.30064260376368,6029,164.7631859022137,False,
F-Type,Jaguar,2007,2,1665,57904,24,1,11458,0.9060053287988648,2.0099979347163917,8.603536069905752,300,98.63612210089464,7000,193.55148070308212,False,
F-Type,Jaguar,2007,2,1665,57904,24,2,11401,,2.0099979347163917,9.006418028418375,300,98.25292049744759,5971,155.31106690536038,False,
F-Type,Jaguar,2007,2,1665,57904,24,3,11384,,2.0099979347163917,10.0,300,101.18068851056034,5781,165.05826082617548,False,
F-Type,Jaguar,2007,2,1665,57904,24,4,11299,,2.0099979347163917,10.0,300,97.05121057651974,7000,161.42033361786136,False,
F-Type,Jaguar,2007,2,1665,57904,24,5,11280,0.8411296813484832,2.0099979347163917,10.0,300,99.81283963204339,5950,191.96519015647925,False,
F-Type,Jaguar,2007,2,1665,57904,24,6,11243,0.8249107694858878,2.0099979347163917,10.0,300,101.8410106324931,7000,195.36305031894946,False,
F-Type,Jaguar,2007,2,1665,57904,24,7,11173,0.8086918576232924,2.0099979347163917,10.0,300,98.1913584910552,5791,156.98317078773812,False,
F-Type,Jaguar,2007,2,1665,57904,24,8,11153,0.792472945760697,2.0099979347163917,10.0,300,100.86121946599658,7000,200.0,False,
F-Type,Jaguar,2007,2,1665,57904,24,9,11114,0.7762540338981017,2.0099979347163917,10.0,300,98.950021294594,7000,182.13325173778858,False,
F-Type,Jaguar,2007,2,1665,57904,24,10,11108,0.7600351220355063,2.0099979347163917,8.262505161693898,300,94.34995316557604,7000,200.0,False,
F-Type,Jaguar,2007,2,1665,57904,24,11,11065,0.7438162101729109,2.0099979347163917,10.0,300,97.91701986719443,6302,192.58769460710792,False,
F-Type,Jaguar,2007,2,1665,57904,24,12,11000,0.7275972983103155,2.0099979347163917,7.205404641287152,300,95.25215216364033,4802,153.3165613479525,False,
F-Type,Jaguar,2007,2,1665,57904,24,13,10956,0.7113783864477201,2.0099979347163917,4.831341079013566,300,90.66135269058803,6058,181.41899467501554,False,
F-Type,Jaguar,2007,2,1665,57904,24,14,10928,0.7051594745851247,2.0099979347163917,-2.1914563618055185,298,85.7989010441434,1553,49.676761183545395,False,
F-Type,Jaguar,2007,2,1665,57904,24,15,10851,0.6989405627225294,2.0099979347163917,-1.8887539526650876,296,87.33051377750593,800,74.97188386030538,False,
F-Type,Jaguar,2007,2,1665,57904,24,16,10806,0.692721650859934,2.0099979347163917,-4.532010841801523,292,85.0,3074,56.30311751941435,False,
F-Type,Jaguar,2007,2,1665,57904,24,17,10741,0.6865027389973386,2.0099979347163917,-2.0512310531875975,290,85.0,3829,133.70593462663177,False,
F-Type,Jaguar,2007,2,1665,57904,24,18,10683,0.6702838271347432,2.0099979347163917,1.5158769596030441,291,87.86515931213395,2664,68.07820817696593,False,
F-Type,Jaguar,2007,2,1665,57904,24,19,10604,0.6540649152721478,2.0099979347163917,0.03943370648650202,291,85.0,3522,78.72326052340821,False,
F-Type,Jaguar,2007,2,1665,57904,24,20,10561,0.6378460034095524,2.0099979347163917,7.073674532000175,296,101.38665341857764,2292,35.20145072099069,False,
F-Type,Jaguar,2007,2,1665,57904,24,21,10540,0.6216270915469571,2.0099979347163917,9.211660875108196,300,100.11127074438986,7000,177.64370616992585,False,
F-Type,Jaguar,2007,2,1665,57904,24,22,10448,0.6054081796843617,2.0099979347163917,10.0,300,99.77710146362888,6343,178.0349041202321,False,
F-Type,Jaguar,2007,2,1665,57904,24,23,10426,0.5891892678217663,2.0099979347163917,10.0,300,103.61870095645327,5874,133.0840216407804,False,
F-Type,Jaguar,2007,2,1665,57904,24,24,10332,0.5729703559591709,2.0099979347163917,7.2977146590189985,300,90.45074856045582,6689,166.03567717153416,False,
F-Type,Jaguar,2007,2,1665,57904,24,25,10258,0.5567514440965755,2.0099979347163917,5.692935594858306,300,94.75747582961756,4726,115.25940028485451,False,
F-Type,Jaguar,2007,2,1665,57904,24,26,10174,0.5405325322339801,2.0099979347163917,3.6973226590406494,300,87.03457414208683,3989,118.04642518593046,False,
F-Type,Jaguar,2007,2,1665,57904,24,27,10162,0.5243136203713847,2.0099979347163917,2.4763634228893983,300,87.25634478889113,4963,155.04535738760822,False,
F-Type,Jaguar,2007,2,1665,57904,24,28,10152,0.5080947085087893,2.0099979347163917,9.214626183718542,300,99.73985734488915,6957,183.65947232708416,False,
F-Type,Jaguar,2007,2,1665,57904,24,29,10137,0.49187579664619396,2.0099979347163917,10.0,300,96.84798866132853,7000,200.0,False,
F-Type,Jaguar,2007,2,1665,57904,24,30,10068,0.4756568847835986,2.0099979347163917,8.095128952800957,300,99.2516983402343,7000,185.8206163695596,False,
F-Type,Jaguar,2007,2,1665,57904,24,31,10048,0.4694379729210032,2.0099979347163917,-3.9942450933621227,296,85.0,3851,119.79248221489216,False,
F-Type,Jaguar,2007,2,1665,57904,24,32,10014,0.4532190610584078,2.0099979347163917,10.0,300,,7000,188.17853978910222,False,
F-Type,Jaguar,2007,2,1665,57904,24,33,9967,0.4370001491958124,2.0099979347163917,3.6862956334679557,300,91.79271578943214,6039,177.22195978829757,False,
F-Type,Jaguar,2007,2,1665,57904,24,34,9898,0.42078123733321704,2.0099979347163917,10.0,300,96.85125722078993,6443,195.3337937809184,False,
F-Type,Jaguar,2007,2,1665,57904,24,35,9873,1.0,2.0099979347163917,10.0,300,98.19571382921377,5475,153.1795543976354,False,
F-Type,Jaguar,2007,2,1665,57904,24,36,9867,0.9837810881374046,2.0099979347163917,9.71122396212427,300,98.55452631457268,5854,132.2127691761627,False,
F-Type,Jaguar,2007,2,1665,57904,24,37,9840,0.9675621762748092,2.0099979347163917,10.0,300,96.40678158908942,6690,183.33958299330604,False,
F-Type,Jaguar,2007,2,1665,57904,24,38,9798,0.9513432644122138,2.0099979347163917,6.114431941921505,300,98.2347604127749,6269,154.3529633844423,False,
F-Type,Jaguar,2007,2,1665,57904,24,39,9752,0.9351243525496185,2.0099979347163917,5.292797750537346,300,93.06254066190023,4764,102.72054599437625,False,
F-Type,Jaguar,2007,2,1665,57904,24,40,9684,0.9289054406870231,2.0099979347163917,-0.5276435552849765,299,86.534631692278,2848,75.20835572688003,False,
F-Type,Jaguar,2007,2,1665,57904,24,41,9671,0.9226865288244277,2.0099979347163917,-6.457251281611199,293,85.0,1088,5.03436456401187,False,
F-Type,Jaguar,2007,2,1665,57904,24,42,9583,0.9164676169618323,2.0099979347163917,-10.0,284,85.0,1173,21.788314808882504,False,
F-Type,Jaguar,2007,2,1665,57904,24,43,9561,0.9102487050992369,2.0099979347163917,-10.0,275,85.0,977,29.825254679660873,False,
F-Type,Jaguar,2007,2,1665,57904,24,44,9510,0.9040297932366416,2.0099979347163917,-10.0,266,85.0,800,28.062664900408805,False,
F-Type,Jaguar,2007,2,1665,57904,24,45,9493,,2.0099979347163917,-0.9365631863399688,265,85.03268887040963,4380,95.10184388073482,False,
F-Type,Jaguar,2007,2,1665,57904,24,46,9461,,2.0099979347163917,-5.467578919486168,260,85.0,2367,109.09515615476474,False,
F-Type,Jaguar,2007,2,1665,57904,24,47,9436,,2.0099979347163917,0.5109711056273145,260,85.0,2926,80.55192373232946,False,
F-Type,Jaguar,2007,2,1665,57904,24,48,9413,,2.0099979347163917,0.014741731862510987,260,85.0,3192,103.34652113177854,False,
F-Type,Jaguar,2007,2,1665,57904,24,49,9389,,2.0099979347163917,-10.0,251,85.0,800,30.176568046119087,False,
F-Type,Jaguar,2007,2,1665,57904,24,50,9292,0.8463901842575694,1.909840358393711,-9.300208256584893,243,85.0,800,32.66393897981903,False,
F-Type,Jaguar,2007,2,1665,57904,24,51,9270,0.8398451345914741,1.909840358393711,-7.623450393073879,237,85.0,967,0.0,False,
F-Type,Jaguar,2007,2,1665,57904,24,52,9176,0.8333000849253789,1.909840358393711,-10.0,229,85.0,1438,62.983991594549266,False,
F-Type,Jaguar,2007,2,1665,57904,24,53,9171,0.8267550352592836,1.909840358393711,-8.39022687061533,222,85.0,1371,30.961734370248305,False,
F-Type,Jaguar,2007,2,1665,57904,24,54,9148,0.8202099855931884,1.909840358393711,-6.300007459209695,217,85.0,2114,57.018208007129786,False,
F-Type,Jaguar,2007,2,1665,57904,24,55,9071,0.8136649359270931,1.909840358393711,-2.5487189880600956,215,85.0,2370,57.38239542194636,False,
F-Type,Jaguar,2007,2,1665,57904,24,56,8986,0.7971198862609978,1.909840358393711,0.9065165671408462,215,85.0,3945,107.53301447792717,False,
F-Type,Jaguar,2007,2,1665,57904,24,57,8951,0.7805748365949026,1.909840358393711,1.3433469534657954,216,90.39629086408006,4514,145.46677688144723,False,
F-Type,Jaguar,2007,2,1665,57904,24,58,8941,0.7640297869288073,1.909840358393711,9.507464366912101,223,99.77784838415948,6201,,False,
F-Type,Jaguar,2007,2,1665,57904,24,59,8865,0.747484737262712,1.909840358393711,10.0,230,104.58999219271602,7000,192.54899676369766,False,
F-Type,Jaguar,2007,2,1665,57904,24,60,8829,0.7309396875966168,1.909840358393711,7.873925580613977,236,95.63052779195874,6926,139.77914948371534,False,
F-Type,Jaguar,2007,2,1665,57904,24,61,8797,0.7143946379305215,1.909840358393711,10.0,243,99.9442564921661,6436,168.5369554315487,False,
F-Type,Jaguar,2007,2,1665,57904,24,62,8698,0.6978495882644262,1.909840358393711,10.0,250,100.03192106017819,5600,120.17655819557783,False,
F-Type,Jaguar,2007,2,1665,57904,24,63,8675,0.681304538598331,1.909840358393711,10.0,257,101.12456511285829,6611,178.94608953026776,False,
F-Type,Jaguar,2007,2,1665,57904,24,64,8659,0.6647594889322357,1.909840358393711,10.0,264,95.52308776462466,7000,177.723287880152,False,
F-Type,Jaguar,2007,2,1665,57904,24,65,8611,0.6482144392661404,1.909840358393711,8.400983130421645,270,98.92224210426109,7000,200.0,False,
F-Type,Jaguar,2007,2,1665,57904,24,66,8523,0.6310847751025885,1.7532382610533286,6.734532256703885,274,95.83961210509602,5760,161.97886035626053,False,
F-Type,Jaguar,2007,2,1665,57904,24,67,8473,0.6239551109390367,1.7532382610533286,-4.278358915320549,270,85.0,1906,48.65224824376531,False,
F-Type,Jaguar,2007,2,1665,57904,24,68,8384,0.6168254467754848,1.7532382610533286,-5.433647355341096,266,85.0,2703,97.91396936486993,False,
F-Type,Jaguar,2007,2,1665,57904,24,69,8373,0.6096957826119329,1.7532382610533286,-10.0,258,85.0,1306,57.84665918786647,False,
F-Type,Jaguar,2007,2,1665,57904,24,70,8330,0.602566118448381,1.7532382610533286,-5.845612525945529,253,85.0,2193,59.670110702808266,False,
F-Type,Jaguar,2007,2,1665,57904,24,71,8281,0.5954364542848292,1.7532382610533286,-10.0,245,85.0,800,37.76217229630438,False,
F-Type,Jaguar,2007,2,1665,57904,24,72,8258,0.5883067901212773,1.7532382610533286,-10.0,237,85.0,1831,44.32716053225555,False,
F-Type,Jaguar,2007,2,1665,57904,24,73,8206,0.5811771259577254,1.7532382610533286,-10.0,229,85.0,800,48.60543633812298,False,
F-Type,Jaguar,2007,2,1665,57904,24,74,8206,0.5740474617941735,1.7532382610533286,-8.670353607897914,222,85.0,2554,64.85722640028793,False,
F-Type,Jaguar,2007,2,1665,57904,24,75,8192,0.5669177976306217,1.7532382610533286,-10.0,214,85.0,800,36.6010205394184,False,
F-Type,Jaguar,2007,2,1665,57904,24,76,8164,0.5497881334670698,1.7532382610533286,0.12480530829320102,214,85.0,2652,86.26457141295823,False,
F-Type,Jaguar,2007,2,1665,57904,24,77,8075,0.5426584693035179,1.7532382610533286,-9.023213984795062,207,85.0,800,6.202938136810804,False,
F-Type,Jaguar,2007,2,1665,57904,24,78,8027,0.535528805139966,1.7532382610533286,-10.0,199,85.0,800,36.54064899201619,False,
F-Type,Jaguar,2007,2,1665,57904,24,79,7966,0.5283991409764142,1.7532382610533286,-8.322514641285588,193,85.0,800,4.451014762285602,False,
F-Type,Jaguar,2007,2,1665,57904,24,80,7965,0.5212694768128623,1.7532382610533286,-9.097113727715124,186,85.0,1438,39.524207129619896,False,
F-Type,Jaguar,2007,2,1665,57904,24,81,7941,0.5141398126493104,1.7532382610533286,-10.0,178,85.0,2287,84.09586808342087,False,
