,score,salary,happiness,Age
635,5.0,121428.63232776284,60.0,72.0
636,36.0,106661.77742794824,41.0,28.0
637,31.0,81809.05787954335,20.0,45.0
638,18.0,109940.03058885156,41.0,54.0
639,32.0,105733.29865238124,40.0,63.0
640,91.0,113977.77981194366,41.0,59.0
641,5.0,107763.91462484175,41.0,63.0
642,27.0,102537.05408341745,40.0,26.0
643,85.0,114963.38693645252,60.0,66.0
644,9.0,110677.95258875794,60.0,41.0
645,68.0,174789.29728534794,81.0,70.0
646,9.0,118303.26764146064,41.0,59.0
647,80.0,181807.35660388743,81.0,55.0
648,25.0,103056.72147443412,40.0,37.0
649,81.0,132731.82398916967,61.0,45.0
650,60.0,101435.700417354,21.0,53.0
651,11.0,104858.39109661472,21.0,24.0
652,97.0,128703.29325742004,61.0,71.0
653,75.0,147146.3695400657,61.0,48.0
654,67.0,128295.44778364369,80.0,30.0
655,44.0,143943.03934319693,61.0,23.0
656,53.0,132420.8169329193,80.0,63.0
657,86.0,154920.2232216188,100.0,73.0
658,57.0,117698.1040890052,41.0,26.0
659,7.0,65556.21994820499,20.0,64.0
660,66.0,189330.85973853077,81.0,72.0
661,10.0,86394.38060714112,40.0,53.0
662,5.0,76642.79445548216,20.0,78.0
663,58.0,162305.6503357772,100.0,40.0
664,81.0,88795.76675273347,21.0,30.0
665,92.0,172987.3328757066,100.0,29.0
666,98.0,185729.757744376,100.0,69.0
667,3.0,112209.9715601918,41.0,69.0
668,3.0,32034.38907021314,1.0,58.0
669,19.0,105119.1189859858,40.0,28.0
670,12.0,84578.66579161063,21.0,47.0
671,57.0,147569.52858310356,61.0,62.0
672,93.0,120420.06953357664,41.0,50.0
673,96.0,153014.87729097385,100.0,63.0
674,54.0,120641.24359285575,41.0,69.0
675,51.0,110786.26357606056,60.0,64.0
676,2.0,89244.2798398402,40.0,32.0
677,97.0,141712.2517012424,80.0,72.0
678,32.0,60476.05025307419,1.0,28.0
679,87.0,176631.22050999038,100.0,52.0
680,81.0,161503.81966520584,100.0,48.0
681,41.0,94879.20728030243,21.0,66.0
682,18.0,80118.89101234886,1.0,42.0
683,92.0,142399.56198324636,61.0,57.0
684,95.0,163415.01099816608,100.0,68.0
685,18.0,93514.48866151537,40.0,52.0
686,8.0,115952.42467607556,60.0,60.0
687,19.0,73973.83181899236,20.0,71.0
688,89.0,143776.3136510082,61.0,39.0
689,56.0,70409.69933381086,1.0,28.0
690,4.0,92776.38285784516,40.0,42.0
691,82.0,128874.28566192972,80.0,35.0
692,5.0,54480.22822216892,1.0,25.0
693,38.0,79968.95575180177,1.0,46.0
694,82.0,154588.66289507982,100.0,40.0
695,48.0,113642.65568670748,41.0,38.0
696,65.0,110003.69531131005,60.0,73.0
697,54.0,157632.8495358206,100.0,63.0
698,77.0,162620.16379819033,100.0,75.0
699,95.0,170538.77219994884,81.0,23.0
700,44.0,121128.8199053665,41.0,48.0
701,97.0,146090.9611091779,61.0,53.0
702,66.0,187444.1996625028,100.0,55.0
703,65.0,125862.89227279412,80.0,27.0
704,47.0,87676.4418187011,21.0,56.0
705,8.0,44577.46179242552,1.0,24.0
706,89.0,147898.8688366318,80.0,48.0
707,36.0,150083.49584454542,100.0,38.0
708,62.0,123092.45330839515,60.0,22.0
709,84.0,165904.93304668606,81.0,67.0
710,26.0,65998.22815533177,1.0,43.0
711,54.0,150371.52049331408,100.0,76.0
712,79.0,153559.0458647324,81.0,29.0
713,81.0,153073.66020939208,100.0,30.0
714,35.0,78234.9535199681,20.0,38.0
715,6.0,77383.68972827049,20.0,34.0
716,11.0,53127.739357306,20.0,77.0
717,91.0,171486.63553779584,100.0,65.0
718,62.0,83308.7106688442,1.0,34.0
719,40.0,138003.96068732248,80.0,61.0
720,54.0,110642.19469814372,41.0,37.0
721,77.0,156310.40864211388,100.0,61.0
722,76.0,175764.38808758795,81.0,24.0
723,86.0,161146.4679568441,81.0,28.0
724,48.0,135812.6276251444,61.0,51.0
725,4.0,13799.4368870466,1.0,68.0
726,14.0,93841.60756939527,40.0,61.0
727,6.0,98301.96457436663,21.0,66.0
728,70.0,136189.09790084438,61.0,75.0
729,33.0,91045.64368853655,21.0,36.0
730,44.0,100391.09176001875,21.0,73.0
731,67.0,128482.97774930608,80.0,40.0
732,56.0,138643.7009067491,61.0,27.0
733,68.0,148531.35511526855,100.0,66.0
734,55.0,108405.53376852986,60.0,76.0
735,55.0,150370.98238728233,81.0,37.0
736,18.0,93153.78791036656,21.0,57.0
737,32.0,96853.269705489,40.0,40.0
738,37.0,114593.79880636126,60.0,41.0
739,6.0,77141.87684796778,20.0,49.0
740,74.0,156445.20411106246,100.0,22.0
741,36.0,107261.39845520484,60.0,24.0
742,95.0,201490.60997260967,100.0,24.0
743,75.0,149306.93871750293,81.0,25.0
744,7.0,53737.34026896073,1.0,75.0
745,26.0,95250.9152905131,40.0,41.0
746,67.0,153506.60739669076,100.0,67.0
747,53.0,95950.34623416264,21.0,51.0
748,21.0,123738.10973511412,41.0,79.0
749,26.0,156129.45201833,100.0,65.0
750,65.0,155150.038806585,100.0,34.0
751,87.0,157472.60372913064,81.0,65.0
752,73.0,160044.80943771225,81.0,33.0
753,25.0,63225.7206249668,20.0,26.0
754,78.0,100860.80419826908,21.0,67.0
755,4.0,125631.58320398894,80.0,47.0
756,4.0,62472.40212769239,1.0,33.0
757,29.0,56390.18046669292,20.0,62.0
758,83.0,22475.41154942366,1.0,66.0
759,29.0,132846.50620871378,80.0,35.0
760,70.0,151051.77448824316,81.0,25.0
761,24.0,89974.86438465782,40.0,22.0
762,96.0,90718.03403177545,21.0,55.0
763,96.0,124310.59422929096,60.0,36.0
764,33.0,124942.17908087034,41.0,29.0
765,70.0,74412.28933728361,1.0,50.0
766,16.0,88955.16440094583,21.0,21.0
767,70.0,111141.134853761,60.0,52.0
768,64.0,111647.92751846128,41.0,60.0
769,9.0,171573.16961773465,81.0,36.0
770,39.0,97939.04554666171,21.0,29.0
771,28.0,82978.58738621522,20.0,54.0
772,82.0,137010.06192685454,61.0,48.0
773,52.0,-38788.53178513178,20.0,22.0
774,17.0,54843.0372502869,1.0,26.0
775,63.0,113503.50508031932,60.0,69.0
776,36.0,73507.31630513858,1.0,27.0
777,89.0,142897.2243565463,61.0,78.0
778,71.0,140809.6571833244,61.0,78.0
779,77.0,161363.9032923596,81.0,49.0
780,69.0,113852.26487216138,41.0,46.0
781,39.0,93787.2073408238,21.0,23.0
782,99.0,163054.47523955855,81.0,41.0
783,52.0,154098.3902821323,81.0,21.0
784,75.0,105233.76117587186,40.0,29.0
785,81.0,167432.3727341961,81.0,60.0
786,55.0,114533.28465732124,60.0,38.0
787,37.0,134805.06508819986,80.0,60.0
788,71.0,142454.46938726233,80.0,70.0
789,42.0,104488.40494238434,40.0,46.0
790,11.0,59185.945550517856,20.0,62.0
791,48.0,159809.7794661374,81.0,30.0
792,56.0,111815.67125811146,60.0,21.0
793,89.0,80396.81345807371,20.0,78.0
794,87.0,129818.53470500576,80.0,26.0
795,50.0,97936.34329443752,21.0,66.0
796,26.0,61558.36593697328,20.0,65.0
797,88.0,-164801.15008074508,1.0,48.0
798,68.0,133813.77648239202,61.0,79.0
799,34.0,75822.50523482429,1.0,73.0
800,25.0,98594.28506392035,21.0,27.0
801,22.0,-92822.76782323886,1.0,78.0
802,74.0,133262.09510665835,80.0,42.0
803,92.0,96956.93098058228,21.0,53.0
804,13.0,46020.10356531761,20.0,45.0
805,62.0,94843.72025583078,21.0,55.0
806,37.0,89182.29246878691,40.0,79.0
807,57.0,161886.52121823523,81.0,64.0
808,87.0,150309.24330936113,100.0,60.0
809,31.0,74496.06773812088,1.0,40.0
810,46.0,111055.95543080986,60.0,75.0
811,65.0,166335.12466469398,81.0,30.0
812,23.0,89398.72907001438,40.0,76.0
813,49.0,132734.7762931339,80.0,60.0
814,34.0,84778.97772904173,21.0,75.0
815,68.0,123773.022563882,41.0,54.0
816,48.0,-12529.540657677831,20.0,45.0
817,75.0,145945.0486151518,61.0,63.0
818,37.0,135555.3700070125,80.0,34.0
819,87.0,142102.59377860714,80.0,46.0
820,5.0,99025.35602469862,40.0,34.0
821,1.0,26940.43234564828,20.0,23.0
822,43.0,105851.27184105254,40.0,39.0
823,35.0,62670.73294383793,20.0,43.0
824,60.0,105841.2386481702,21.0,68.0
825,25.0,92636.50094480968,21.0,44.0
826,13.0,82961.45261838537,1.0,51.0
827,7.0,83002.01471544447,20.0,25.0
828,38.0,115768.082894548,60.0,52.0
829,70.0,146325.82395603743,80.0,47.0
830,65.0,144262.77162360548,80.0,62.0
831,61.0,91439.8309404607,21.0,58.0
832,87.0,147656.65124053886,80.0,30.0
833,78.0,145636.92251699304,80.0,22.0
834,10.0,98991.2529663432,21.0,48.0
835,10.0,94925.32909021928,40.0,67.0
836,16.0,107184.4035924411,41.0,38.0
837,65.0,146339.52674011714,61.0,40.0
838,79.0,188608.4296636705,81.0,62.0
839,56.0,83539.43908874411,1.0,38.0
840,23.0,126467.14719259476,61.0,42.0
841,7.0,64732.45833503977,20.0,72.0
842,22.0,77631.9485417985,20.0,45.0
843,73.0,116181.61406963576,60.0,28.0
844,17.0,98903.19422622386,21.0,75.0
845,36.0,95358.52492343956,40.0,60.0
846,34.0,120807.51293812788,41.0,40.0
847,43.0,110935.394173805,41.0,32.0
848,84.0,184067.73042628675,100.0,54.0
849,79.0,135863.4436792755,61.0,47.0
850,96.0,200063.7516756904,81.0,41.0
851,17.0,91299.79805736824,21.0,47.0
852,37.0,111052.46184087884,41.0,79.0
853,10.0,54364.061077327875,1.0,42.0
854,54.0,131025.6662814377,80.0,49.0
855,74.0,143544.33631111466,61.0,42.0
856,96.0,190084.2979994706,81.0,78.0
857,77.0,155775.241853183,81.0,45.0
858,4.0,97191.20998041486,21.0,22.0
859,95.0,175175.17037809716,100.0,23.0
860,68.0,55824.7757804204,1.0,65.0
861,64.0,141609.1693138077,61.0,76.0
862,40.0,139461.88904202462,61.0,45.0
863,52.0,135321.22035945824,80.0,75.0
864,17.0,101967.5389247502,21.0,57.0
865,8.0,96970.9342278056,40.0,75.0
866,47.0,128781.07576707474,80.0,31.0
867,49.0,90211.3934881138,21.0,75.0
868,18.0,110727.33589096242,60.0,21.0
869,61.0,144478.80521794443,80.0,57.0
870,78.0,138719.7911943463,61.0,22.0
871,99.0,90790.4743776394,21.0,78.0
872,96.0,180978.0585619994,100.0,44.0
873,17.0,77279.65808127655,20.0,62.0
874,53.0,113331.10417027216,41.0,46.0
875,29.0,119328.11728000332,41.0,61.0
876,1.0,75626.53924191756,20.0,51.0
877,33.0,100921.52248230053,21.0,21.0
878,71.0,157359.5647908348,81.0,52.0
879,74.0,100115.06453457946,21.0,46.0
880,17.0,82524.60288128012,1.0,70.0
881,53.0,101590.14626910877,40.0,63.0
882,82.0,128076.33541429468,61.0,42.0
883,49.0,269075.0464794429,81.0,40.0
884,33.0,77328.42295853204,20.0,70.0
885,76.0,161377.69634525751,81.0,42.0
886,89.0,147294.34696840448,61.0,68.0
887,76.0,176364.85034302727,100.0,75.0
888,32.0,88339.11247317243,21.0,31.0
889,72.0,146186.89108192816,61.0,46.0
890,92.0,178133.76877617225,81.0,64.0
891,57.0,104828.10897971436,21.0,50.0
892,94.0,158829.62620540903,100.0,78.0
893,14.0,66959.28802126613,1.0,34.0
894,94.0,177850.8646140686,100.0,79.0
895,79.0,135313.22746921968,61.0,63.0
896,39.0,77427.50078442281,20.0,27.0
897,4.0,62555.90524879023,1.0,56.0
898,87.0,191075.8717426567,81.0,41.0
899,48.0,181217.5035762636,100.0,78.0
900,68.0,187825.0619314027,100.0,63.0
901,32.0,97981.3614503275,40.0,33.0
902,61.0,121011.40949631332,60.0,33.0
903,25.0,111020.76379679998,41.0,63.0
904,16.0,63314.63112297484,20.0,74.0
905,17.0,84211.81045579142,21.0,78.0
906,65.0,162274.34883379177,100.0,71.0
907,8.0,89581.20657453734,21.0,48.0
908,53.0,153952.26773729664,81.0,76.0
909,26.0,64492.74557892958,1.0,70.0
910,6.0,108175.9610161824,41.0,45.0
911,12.0,129675.44871251044,61.0,58.0
912,47.0,134857.22146126896,61.0,47.0
913,66.0,97559.86040914076,40.0,61.0
914,72.0,172378.50987918407,100.0,67.0
915,49.0,148800.86701993304,81.0,68.0
916,71.0,43588.34045066251,1.0,21.0
917,87.0,96092.4690869049,21.0,46.0
918,97.0,224223.1042721124,100.0,74.0
919,1.0,99462.50506973236,21.0,47.0
920,25.0,113739.72717938718,60.0,32.0
921,40.0,72181.46604341257,20.0,31.0
922,94.0,161977.80275288215,81.0,69.0
923,38.0,87346.16501217373,40.0,27.0
924,11.0,104519.6206133753,40.0,74.0
925,17.0,96796.76223330406,21.0,64.0
926,61.0,151708.37342692737,100.0,21.0
927,88.0,125224.62721525168,41.0,30.0
928,64.0,153831.21963869996,81.0,39.0
929,96.0,155660.27291945484,81.0,59.0
930,96.0,180929.5558932785,100.0,63.0
931,17.0,65025.43843981256,20.0,64.0
932,83.0,115495.68137503996,41.0,63.0
933,93.0,89950.46967347506,40.0,30.0
934,7.0,79398.1759207963,1.0,51.0
935,23.0,77356.27701387103,20.0,69.0
936,98.0,134010.26364892,80.0,31.0
937,98.0,171188.54988893442,81.0,44.0
938,16.0,84433.9236103502,21.0,64.0
939,47.0,122133.19189120176,41.0,24.0
940,71.0,170122.59024105404,81.0,42.0
941,70.0,153495.05528436828,81.0,63.0
942,24.0,103125.7263930064,40.0,38.0
943,57.0,128568.89006405558,80.0,48.0
944,54.0,55592.26207541044,1.0,52.0
945,23.0,129825.55053483396,61.0,25.0
946,56.0,159864.53463508026,81.0,30.0
947,72.0,180253.0436981496,81.0,31.0
948,44.0,58830.96174830644,1.0,67.0
949,6.0,54579.850998381655,20.0,28.0
950,47.0,112947.82373176578,60.0,30.0
951,95.0,135613.362169458,61.0,35.0
952,87.0,127211.42039199092,61.0,24.0
953,27.0,67682.52986492022,1.0,51.0
954,9.0,130238.05547380238,61.0,44.0
955,52.0,86754.10393035089,21.0,78.0
956,75.0,144103.03666246153,61.0,69.0
957,4.0,115778.80863077988,41.0,31.0
958,20.0,90857.7292623395,40.0,64.0
959,2.0,125126.69447023288,41.0,41.0
960,80.0,106325.08864026215,60.0,64.0
961,69.0,187066.61432299812,100.0,78.0
962,13.0,50691.12239924104,1.0,52.0
963,4.0,85653.72594458974,21.0,39.0
964,31.0,106986.19757714149,41.0,23.0
965,93.0,143170.53839712523,61.0,39.0
966,11.0,51139.23050354469,20.0,52.0
967,81.0,141065.34233087406,80.0,54.0
968,81.0,162943.67224238932,81.0,62.0
969,24.0,98779.98963490751,40.0,78.0
970,27.0,73320.95691657605,20.0,42.0
971,96.0,171759.006210171,100.0,40.0
972,98.0,145116.9627076912,80.0,31.0
973,76.0,73475.0195200089,20.0,62.0
974,76.0,146449.78461762,61.0,69.0
975,76.0,169630.19808736106,100.0,38.0
976,43.0,88282.77471986493,40.0,59.0
977,66.0,87433.84188000149,40.0,43.0
978,25.0,54879.96672302468,20.0,61.0
979,47.0,131235.3055600344,61.0,41.0
980,8.0,53119.89160230462,20.0,38.0
981,9.0,75117.83544708617,20.0,44.0
982,63.0,122725.07639885235,41.0,51.0
983,46.0,116070.85945670158,60.0,28.0
984,13.0,116033.06087238347,60.0,22.0
985,13.0,150006.22393289392,100.0,61.0
986,46.0,120646.68739362384,60.0,54.0
987,59.0,114219.6184949849,41.0,39.0
988,7.0,117026.6177364985,41.0,63.0
989,26.0,89572.04189264897,40.0,22.0
990,50.0,120695.8090391642,41.0,40.0
991,42.0,297158.56762629875,81.0,79.0
992,51.0,122615.6556312414,60.0,34.0
