,score,salary,happiness,Age
793,89,80396.81345807371,20.0,78
794,87,129818.53470500575,80.0,26
795,50,97936.34329443752,21.0,66
796,26,61558.36593697328,20.0,65
797,88,-164801.15008074508,1.0,48
798,68,133813.77648239202,61.0,79
799,34,75822.50523482429,1.0,73
800,25,98594.28506392037,21.0,27
801,22,-92822.76782323886,1.0,78
802,74,133262.09510665835,80.0,42
803,92,96956.93098058228,21.0,53
804,13,46020.10356531761,20.0,45
805,62,94843.72025583078,21.0,55
806,37,89182.29246878691,40.0,79
807,57,161886.52121823523,81.0,64
808,87,150309.24330936113,100.0,60
809,31,74496.06773812088,1.0,40
810,46,111055.95543080986,60.0,75
811,65,166335.12466469398,81.0,30
812,23,89398.72907001438,40.0,76
813,49,132734.7762931339,80.0,60
814,34,84778.97772904173,21.0,75
815,68,123773.022563882,41.0,54
816,48,-12529.540657677833,20.0,45
817,75,145945.0486151518,61.0,63
818,37,135555.3700070125,80.0,34
819,87,142102.59377860714,80.0,46
820,5,99025.35602469862,40.0,34
821,1,26940.43234564828,20.0,23
822,43,105851.27184105254,40.0,39
823,35,62670.73294383793,20.0,43
824,60,105841.2386481702,21.0,68
825,25,92636.50094480968,21.0,44
826,13,82961.45261838537,1.0,51
827,7,83002.01471544447,20.0,25
828,38,115768.08289454799,60.0,52
829,70,146325.82395603743,80.0,47
830,65,144262.77162360548,80.0,62
831,61,91439.8309404607,21.0,58
832,87,147656.65124053886,80.0,30
833,78,145636.92251699304,80.0,22
834,10,98991.25296634319,21.0,48
835,10,94925.32909021927,40.0,67
836,16,107184.4035924411,41.0,38
837,65,146339.52674011714,61.0,40
838,79,188608.42966367054,81.0,62
839,56,83539.43908874411,1.0,38
840,23,126467.14719259477,61.0,42
841,7,64732.45833503977,20.0,72
842,22,77631.9485417985,20.0,45
843,73,116181.61406963576,60.0,28
844,17,98903.19422622386,21.0,75
845,36,95358.52492343955,40.0,60
846,34,120807.51293812788,41.0,40
847,43,110935.39417380499,41.0,32
848,84,184067.73042628675,100.0,54
849,79,135863.4436792755,61.0,47
850,96,200063.7516756904,81.0,41
851,17,91299.79805736824,21.0,47
852,37,111052.46184087885,41.0,79
853,10,,1.0,42
854,54,131025.6662814377,80.0,49
855,74,143544.33631111466,61.0,42
856,96,190084.2979994706,81.0,78
857,77,155775.241853183,81.0,45
858,4,97191.20998041486,21.0,22
859,95,175175.17037809716,100.0,23
860,68,,1.0,65
861,64,141609.1693138077,61.0,76
862,40,139461.88904202462,61.0,45
863,52,135321.22035945824,80.0,75
864,17,101967.53892475019,21.0,57
865,8,96970.9342278056,40.0,75
866,47,128781.07576707474,80.0,31
867,49,90211.39348811381,21.0,75
868,18,110727.33589096242,60.0,21
869,61,144478.80521794443,80.0,57
870,78,138719.7911943463,61.0,22
871,99,90790.47437763939,21.0,78
872,96,180978.0585619994,100.0,44
873,17,,20.0,62
874,53,113331.10417027217,41.0,46
875,29,119328.11728000332,41.0,61
876,1,75626.53924191756,20.0,51
877,33,100921.52248230051,21.0,21
878,71,157359.5647908348,81.0,52
879,74,100115.06453457946,21.0,46
880,17,82524.60288128012,1.0,70
881,53,101590.14626910875,40.0,63
882,82,128076.33541429468,61.0,42
883,49,269075.0464794429,81.0,40
884,33,77328.42295853204,20.0,70
885,76,161377.69634525751,81.0,42
886,89,147294.34696840448,61.0,68
887,76,176364.85034302727,100.0,75
888,32,88339.11247317243,21.0,31
889,72,146186.89108192816,61.0,46
890,92,178133.76877617225,81.0,64
891,57,104828.10897971436,21.0,50
892,94,158829.62620540903,100.0,78
893,14,66959.28802126613,1.0,34
894,94,177850.8646140686,100.0,79
895,79,135313.22746921968,61.0,63
896,39,77427.50078442281,20.0,27
897,4,62555.90524879023,1.0,56
898,87,191075.8717426567,81.0,41
899,48,181217.5035762636,100.0,78
900,68,187825.0619314027,100.0,63
901,32,97981.3614503275,40.0,33
902,61,121011.40949631331,60.0,33
903,25,111020.76379679998,41.0,63
904,16,63314.63112297484,20.0,74
905,17,84211.81045579142,21.0,78
906,65,162274.34883379177,100.0,71
907,8,89581.20657453734,21.0,48
908,53,153952.26773729664,81.0,76
909,26,64492.74557892958,1.0,70
910,6,108175.9610161824,41.0,45
911,12,129675.44871251045,61.0,58
912,47,134857.22146126896,61.0,47
913,66,97559.86040914076,40.0,61
914,72,172378.50987918407,100.0,67
915,49,148800.86701993304,81.0,68
916,71,43588.34045066251,1.0,21
917,87,96092.4690869049,21.0,46
918,97,224223.10427211242,100.0,74
919,1,99462.50506973237,21.0,47
920,25,113739.72717938718,60.0,32
921,40,72181.46604341257,20.0,31
922,94,161977.80275288215,81.0,69
923,38,87346.16501217373,40.0,27
924,11,104519.6206133753,40.0,74
925,17,96796.76223330406,21.0,64
926,61,151708.37342692737,100.0,21
927,88,125224.62721525169,41.0,30
928,64,153831.21963869996,81.0,39
929,96,155660.27291945484,81.0,59
930,96,180929.5558932785,100.0,63
931,17,65025.438439812555,20.0,64
932,83,115495.68137503995,41.0,63
933,93,89950.46967347506,40.0,30
934,7,79398.1759207963,1.0,51
935,23,,20.0,69
936,98,134010.26364892,80.0,31
937,98,171188.54988893442,81.0,44
938,16,84433.9236103502,21.0,64
939,47,122133.19189120177,41.0,24
940,71,170122.59024105404,81.0,42
941,70,153495.05528436828,81.0,63
942,24,103125.72639300641,40.0,38
943,57,128568.89006405558,80.0,48
944,54,,1.0,52
945,23,129825.55053483395,61.0,25
946,56,159864.53463508026,81.0,30
947,72,180253.04369814956,81.0,31
948,44,58830.96174830644,1.0,67
949,6,54579.850998381655,20.0,28
950,47,112947.82373176578,60.0,30
951,95,135613.362169458,61.0,35
952,87,127211.42039199092,61.0,24
953,27,67682.52986492022,1.0,51
954,9,130238.05547380238,61.0,44
955,52,86754.10393035089,21.0,78
956,75,144103.03666246153,61.0,69
957,4,115778.80863077988,41.0,31
958,20,90857.7292623395,40.0,64
959,2,125126.69447023289,41.0,41
960,80,106325.08864026215,60.0,64
961,69,187066.61432299815,100.0,78
962,13,50691.12239924104,1.0,52
963,4,85653.72594458974,21.0,39
964,31,106986.19757714149,41.0,23
965,93,143170.53839712523,61.0,39
966,11,51139.230503544684,20.0,52
967,81,141065.34233087406,80.0,54
968,81,162943.67224238932,81.0,62
969,24,98779.98963490751,40.0,78
970,27,73320.95691657605,20.0,42
971,96,171759.006210171,100.0,40
972,98,145116.96270769121,80.0,31
973,76,73475.0195200089,20.0,62
974,76,146449.78461762,61.0,69
975,76,169630.19808736106,100.0,38
976,43,88282.77471986493,40.0,59
977,66,87433.84188000149,40.0,43
978,25,54879.96672302468,20.0,61
979,47,131235.3055600344,61.0,41
980,8,53119.89160230462,20.0,38
981,9,75117.83544708617,20.0,44
982,63,122725.07639885237,41.0,51
983,46,116070.85945670158,60.0,28
984,13,116033.06087238347,60.0,22
985,13,150006.22393289392,100.0,61
986,46,120646.68739362383,60.0,54
987,59,114219.6184949849,41.0,39
988,7,117026.6177364985,41.0,63
989,26,89572.04189264897,40.0,22
990,50,120695.80903916419,41.0,40
991,42,297158.56762629875,81.0,79
992,51,122615.6556312414,60.0,34
