,score,salary,happiness,Age
635,77.0,200699.17649716625,100.0,45.0
636,99.0,156410.78403954208,81.0,34.0
637,8.0,53119.89160230462,20.0,38.0
638,5.0,109934.95808865702,41.0,69.0
639,62.0,151851.27734821115,100.0,50.0
640,82.0,154588.66289507982,100.0,40.0
641,18.0,95520.8155301711,40.0,78.0
642,60.0,105841.2386481702,21.0,68.0
643,9.0,130238.05547380238,61.0,44.0
644,81.0,177659.53985369843,100.0,68.0
645,14.0,120663.77084334569,60.0,34.0
646,99.0,133746.06180939722,80.0,60.0
647,65.0,174765.97858080734,100.0,34.0
648,26.0,118904.76841954136,60.0,24.0
649,58.0,162305.6503357772,100.0,40.0
650,87.0,167412.03549453814,100.0,35.0
651,19.0,90204.84485320991,21.0,22.0
652,96.0,171759.006210171,100.0,40.0
653,16.0,63314.63112297484,20.0,74.0
654,78.0,145636.92251699304,80.0,22.0
655,25.0,124716.72821931768,41.0,21.0
656,2.0,125126.69447023288,41.0,41.0
657,17.0,84211.81045579142,21.0,78.0
658,91.0,171486.63553779584,100.0,65.0
659,83.0,111138.13685424531,41.0,29.0
660,81.0,148058.04619777645,100.0,46.0
661,41.0,146018.79127635903,80.0,26.0
662,23.0,129825.55053483396,61.0,25.0
663,18.0,91400.15337868284,40.0,78.0
664,72.0,118202.608391124,41.0,77.0
665,97.0,163637.08869736167,100.0,43.0
666,41.0,95850.4321142819,21.0,79.0
667,33.0,100921.52248230053,21.0,21.0
668,2.0,77156.60646853509,1.0,56.0
669,97.0,142853.8822043579,80.0,68.0
670,30.0,126962.97120582392,80.0,57.0
671,74.0,100115.06453457946,21.0,46.0
672,90.0,145104.26670648166,61.0,71.0
673,87.0,127211.42039199092,61.0,24.0
674,96.0,133874.3106680903,80.0,66.0
675,84.0,101043.56730774244,40.0,68.0
676,99.0,178158.67788146692,81.0,57.0
677,78.0,165621.75588945398,100.0,69.0
678,19.0,86923.55598544053,21.0,21.0
679,20.0,76850.27141087108,1.0,32.0
680,99.0,140952.28390289444,80.0,66.0
681,84.0,114215.1286058136,60.0,24.0
682,41.0,77956.38004782393,1.0,37.0
683,25.0,114492.2476052841,60.0,77.0
684,21.0,123738.10973511412,41.0,79.0
685,12.0,47896.7346500658,20.0,37.0
686,26.0,64492.74557892958,1.0,70.0
687,73.0,107594.068450502,41.0,21.0
688,98.0,145116.9627076912,80.0,31.0
689,7.0,117645.02964441512,60.0,55.0
690,52.0,86754.10393035089,21.0,78.0
691,96.0,180929.5558932785,100.0,63.0
692,87.0,191075.8717426567,81.0,41.0
693,77.0,159647.1262288185,100.0,33.0
694,26.0,137704.00707085832,80.0,41.0
695,3.0,112209.9715601918,41.0,69.0
696,81.0,182263.2926449809,100.0,31.0
697,79.0,123991.9209338059,41.0,72.0
698,91.0,113977.77981194366,41.0,59.0
699,15.0,42546.8120779123,1.0,66.0
700,76.0,175764.38808758795,81.0,24.0
701,52.0,154098.3902821323,81.0,21.0
702,7.0,64732.45833503977,20.0,72.0
703,79.0,147900.88112376153,61.0,21.0
704,73.0,121576.78793927332,41.0,77.0
705,77.0,170207.39551286778,81.0,78.0
706,28.0,58592.26541158999,1.0,28.0
707,8.0,115952.42467607556,60.0,60.0
708,87.0,150309.24330936113,100.0,60.0
709,4.0,115778.80863077988,41.0,31.0
710,71.0,122724.09830474878,41.0,78.0
711,16.0,88955.16440094583,21.0,21.0
712,7.0,83002.01471544447,20.0,25.0
713,12.0,121956.6076809428,60.0,69.0
714,25.0,162175.24991064586,81.0,41.0
715,4.0,62472.40212769239,1.0,33.0
716,5.0,88606.95545635572,40.0,70.0
717,32.0,60476.05025307419,1.0,28.0
718,72.0,167654.9582768959,81.0,80.0
719,92.0,148680.22867549557,100.0,52.0
720,8.0,123826.8144027743,60.0,38.0
721,8.0,96970.9342278056,40.0,75.0
722,93.0,120420.06953357664,41.0,50.0
723,86.0,125813.8240968402,80.0,72.0
724,9.0,110677.95258875794,60.0,41.0
725,88.0,135185.97487085516,80.0,25.0
726,52.0,102002.143153033,21.0,77.0
727,73.0,158540.22903272894,100.0,70.0
728,99.0,134245.37427224996,80.0,33.0
729,67.0,153506.60739669076,100.0,67.0
730,15.0,74566.64778400803,1.0,70.0
731,65.0,155150.038806585,100.0,34.0
732,10.0,85824.50624422346,21.0,78.0
733,39.0,71408.90070657307,1.0,30.0
734,54.0,157632.8495358206,100.0,63.0
735,44.0,58830.96174830644,1.0,67.0
736,87.0,129818.53470500576,80.0,26.0
737,89.0,97784.98527348173,40.0,34.0
738,84.0,158197.04684662327,100.0,32.0
739,63.0,96160.18915377918,21.0,25.0
740,66.0,189330.8597385308,81.0,72.0
741,15.0,71898.05223569136,1.0,71.0
742,15.0,111109.30255700984,60.0,71.0
743,91.0,132994.74005869153,61.0,24.0
744,29.0,132846.50620871378,80.0,35.0
745,21.0,71610.70250893243,1.0,72.0
746,65.0,162274.34883379177,100.0,71.0
747,18.0,80464.81187503657,1.0,30.0
748,98.0,134010.26364892,80.0,31.0
749,3.0,68286.25365493554,1.0,32.0
750,97.0,141712.2517012424,80.0,72.0
751,21.0,131187.43053556298,61.0,23.0
752,2.0,89244.2798398402,40.0,32.0
753,56.0,164790.96870853673,100.0,69.0
754,68.0,148531.35511526855,100.0,66.0
755,93.0,163133.6777938117,100.0,32.0
756,78.0,108085.70141001488,41.0,78.0
757,11.0,104858.39109661472,21.0,24.0
758,34.0,61191.53780730176,1.0,73.0
759,97.0,128703.29325742004,61.0,71.0
760,66.0,154772.37949044612,100.0,70.0
761,12.0,100572.15428431102,21.0,22.0
762,95.0,163415.01099816608,100.0,68.0
763,67.0,162959.97555381042,100.0,73.0
764,76.0,176364.85034302727,100.0,75.0
765,51.0,67489.89484417735,1.0,64.0
766,39.0,141822.774400238,80.0,23.0
767,96.0,164541.5856916395,81.0,74.0
768,92.0,172987.3328757066,100.0,29.0
769,17.0,82524.60288128012,1.0,70.0
770,36.0,73507.31630513858,1.0,27.0
771,8.0,109177.60983169268,41.0,78.0
772,76.0,73475.0195200089,20.0,62.0
773,21.0,71011.5347081265,1.0,25.0
774,79.0,170892.4022332796,100.0,75.0
775,19.0,83629.6782080075,1.0,70.0
776,96.0,153014.87729097385,100.0,63.0
777,5.0,93055.54058185293,21.0,77.0
778,3.0,32034.38907021314,1.0,58.0
779,11.0,91948.12270515144,40.0,79.0
780,96.0,176016.1598405861,100.0,70.0
781,46.0,155379.41041281496,100.0,56.0
782,14.0,117914.00238558478,60.0,27.0
783,88.0,112947.64561258588,60.0,22.0
784,81.0,153073.66020939208,100.0,30.0
785,57.0,97573.1167831786,21.0,79.0
786,52.0,78289.53945610818,1.0,61.0
787,88.0,125224.62721525168,41.0,30.0
788,4.0,116587.65019752028,41.0,75.0
789,45.0,165157.06140146597,100.0,39.0
790,89.0,142897.2243565463,61.0,78.0
791,77.0,162620.16379819033,100.0,75.0
792,34.0,75822.50523482429,1.0,73.0
793,42.0,171725.17200593458,100.0,61.0
794,10.0,103682.87743436018,21.0,78.0
795,5.0,108527.31507646508,60.0,43.0
796,98.0,185729.757744376,100.0,69.0
797,88.0,160502.9713866882,100.0,28.0
798,6.0,54579.850998381655,20.0,28.0
799,0.0,49964.56479620149,20.0,64.0
800,88.0,208300.8461613999,100.0,39.0
801,21.0,55425.81965979658,20.0,79.0
802,41.0,165585.2267472733,100.0,59.0
803,51.0,54665.87113771532,1.0,31.0
804,6.0,72171.99525935805,1.0,73.0
805,18.0,52303.77119497998,1.0,23.0
806,93.0,148796.525895016,81.0,79.0
807,29.0,163846.16131944713,81.0,74.0
808,87.0,183606.76445034792,100.0,25.0
809,8.0,103788.60613153898,21.0,22.0
810,86.0,154920.2232216188,100.0,73.0
811,92.0,149266.636721696,81.0,80.0
812,2.0,65053.84787349198,20.0,76.0
813,6.0,114246.41545499089,60.0,34.0
814,95.0,170538.77219994884,81.0,23.0
815,3.0,88909.23281768663,40.0,26.0
816,4.0,97191.20998041486,21.0,22.0
817,91.0,140712.33216415584,80.0,80.0
818,23.0,72663.26960334257,1.0,77.0
819,6.0,50734.88001817596,20.0,28.0
820,0.0,87476.28076039854,21.0,23.0
821,14.0,57942.49750453674,1.0,22.0
822,12.0,41002.8377812414,1.0,74.0
823,11.0,53127.739357306,20.0,77.0
824,96.0,160780.963988242,81.0,21.0
825,20.0,145557.22394121133,80.0,69.0
826,92.0,125978.9303376424,80.0,76.0
827,92.0,193307.3429919617,100.0,27.0
828,69.0,187066.61432299807,100.0,78.0
829,56.0,83539.43908874411,1.0,38.0
830,3.0,49207.05461842028,20.0,71.0
831,9.0,129398.64975881508,61.0,75.0
832,2.0,92157.50194577148,40.0,77.0
833,90.0,172892.15061788814,81.0,80.0
834,95.0,174251.8481598326,81.0,77.0
835,7.0,103093.12602411507,21.0,80.0
836,31.0,132654.06971421785,80.0,25.0
837,37.0,133372.8210067994,80.0,21.0
838,78.0,100860.80419826908,21.0,67.0
839,18.0,110727.33589096242,60.0,21.0
840,8.0,44577.46179242552,1.0,24.0
841,6.0,117668.93311604824,60.0,72.0
842,92.0,151750.7707275051,100.0,28.0
843,5.0,121428.63232776284,60.0,72.0
844,69.0,97151.6486442872,21.0,77.0
845,91.0,155744.22813593116,100.0,75.0
846,93.0,116802.249796719,41.0,27.0
847,93.0,89950.46967347506,40.0,30.0
848,92.0,101254.9560618552,40.0,26.0
849,95.0,175175.17037809716,100.0,23.0
850,81.0,88795.76675273347,21.0,30.0
851,64.0,79380.07868096817,1.0,49.0
852,13.0,116033.06087238347,60.0,22.0
853,87.0,96092.4690869049,21.0,46.0
854,74.0,156445.20411106246,100.0,22.0
855,93.0,202732.6941807675,81.0,56.0
856,71.0,99959.84412336753,21.0,22.0
857,30.0,159161.44841617232,81.0,80.0
858,96.0,200063.7516756904,81.0,41.0
859,56.0,70409.69933381086,1.0,28.0
860,41.0,154596.4338118261,100.0,66.0
861,96.0,109984.7518148812,60.0,22.0
862,92.0,198408.3500508744,100.0,25.0
863,94.0,177850.8646140686,100.0,79.0
864,92.0,157744.46009848086,100.0,23.0
865,65.0,83537.32010348036,1.0,48.0
866,4.0,144796.61053574475,61.0,30.0
867,94.0,158829.62620540903,100.0,78.0
868,94.0,184261.59024434508,81.0,22.0
869,29.0,127707.08059901558,80.0,24.0
870,61.0,75382.36211247653,1.0,67.0
871,10.0,42355.84003816349,20.0,76.0
872,54.0,150371.52049331408,100.0,76.0
873,9.0,107095.88779710136,60.0,77.0
874,58.0,148600.22233648636,100.0,25.0
875,68.0,210560.0390640985,81.0,65.0
876,48.0,181217.5035762636,100.0,78.0
877,2.0,127147.94723750735,61.0,29.0
878,62.0,83308.7106688442,1.0,34.0
879,70.0,74412.28933728361,1.0,50.0
880,66.0,82093.90455239992,1.0,39.0
881,95.0,201490.60997260967,100.0,24.0
882,95.0,203900.54050927865,81.0,37.0
883,99.0,162887.37643158206,100.0,79.0
884,94.0,151656.70382582967,100.0,78.0
885,63.0,148860.16753365804,100.0,80.0
886,61.0,151708.37342692737,100.0,21.0
887,36.0,150083.49584454542,100.0,38.0
888,2.0,46687.04695367826,20.0,77.0
889,44.0,167591.15315200936,100.0,78.0
890,2.0,146508.9838416763,61.0,29.0
891,92.0,96956.93098058228,21.0,53.0
892,89.0,103350.82104276176,21.0,36.0
893,59.0,212333.3362035664,81.0,33.0
894,21.0,141134.72843382735,80.0,22.0
895,96.0,190084.2979994706,81.0,78.0
896,3.0,133408.54019365422,61.0,79.0
897,1.0,34961.22116570349,20.0,29.0
898,8.0,38678.67793272083,20.0,79.0
899,14.0,18674.21058158992,20.0,46.0
900,4.0,13799.4368870466,1.0,68.0
901,33.0,171912.60586337154,100.0,28.0
902,96.0,90718.03403177545,21.0,55.0
903,99.0,108242.93168982942,41.0,21.0
904,9.0,171573.16961773465,81.0,36.0
905,23.0,27881.88172651289,20.0,77.0
906,26.0,156129.45201833,100.0,65.0
907,79.0,62079.89749789292,1.0,52.0
908,97.0,217966.03758575465,100.0,25.0
909,4.0,125631.58320398894,80.0,47.0
910,25.0,152464.78676472555,100.0,65.0
911,99.0,123608.38199214482,41.0,79.0
912,92.0,101603.00718236824,21.0,28.0
913,97.0,224223.1042721124,100.0,74.0
914,89.0,80396.81345807371,20.0,78.0
915,71.0,43588.34045066251,1.0,21.0
916,1.0,26940.43234564828,20.0,23.0
917,86.0,230507.4534847748,81.0,55.0
918,13.0,150006.22393289392,100.0,61.0
919,99.0,90790.4743776394,21.0,78.0
920,84.0,83038.42741622377,1.0,26.0
921,76.0,17572.60983468991,1.0,30.0
922,94.0,34056.72611385897,20.0,36.0
923,83.0,22475.41154942366,1.0,66.0
924,84.0,23954.226649514647,20.0,71.0
925,0.0,159630.82131873956,100.0,68.0
926,21.0,81018.48531415129,20.0,50.0
927,11.0,79158.00431748152,20.0,34.0
928,3.0,77679.55388490943,20.0,22.0
929,56.0,67553.42616187745,1.0,60.0
930,30.0,63369.36005374948,1.0,71.0
931,67.0,88526.1388250707,20.0,39.0
932,50.0,349110.3324617566,100.0,25.0
933,3.0,58572.06816111535,1.0,46.0
934,33.0,63892.734076077446,1.0,73.0
935,33.0,63582.28517721176,1.0,48.0
936,35.0,83034.54759723961,20.0,25.0
937,5.0,59239.71171216943,1.0,73.0
938,1.0,58264.54533274546,1.0,48.0
939,6.0,78687.22818946787,20.0,63.0
940,8.0,79069.25875356552,20.0,67.0
941,9.0,78775.97375338388,20.0,30.0
942,96.0,73902.57002454925,1.0,36.0
943,44.0,84927.53651904383,20.0,57.0
944,17.0,61221.44619788967,1.0,72.0
945,48.0,66000.46799357756,1.0,42.0
946,22.0,61667.38641399407,1.0,41.0
947,33.0,83049.89162369003,20.0,53.0
948,21.0,80745.29028314949,20.0,28.0
949,9.0,59842.339412954585,1.0,68.0
950,17.0,60588.13044420366,1.0,21.0
951,61.0,68359.48710066604,1.0,58.0
952,20.0,61558.55088089823,1.0,59.0
953,6.0,58896.75488816928,1.0,32.0
954,9.0,78987.07900461255,20.0,47.0
955,12.0,60489.89299482883,1.0,80.0
956,13.0,80049.17107571891,20.0,79.0
957,9.0,59780.24963318145,1.0,63.0
958,0.0,58172.87369833365,1.0,54.0
959,20.0,81063.41119524039,20.0,67.0
960,6.0,59207.20378703497,1.0,57.0
961,30.0,82563.77146922595,20.0,54.0
962,6.0,59480.398818036774,1.0,79.0
963,14.0,79557.19878026322,20.0,26.0
964,5.0,78707.31815864771,20.0,78.0
965,5.0,58643.64982634731,1.0,25.0
966,35.0,83195.98102464977,20.0,38.0
967,6.0,78327.10746678367,20.0,34.0
968,6.0,78513.37680610309,20.0,49.0
969,7.0,59596.906364357834,1.0,75.0
970,17.0,60650.2202239768,1.0,26.0
971,10.0,59685.65192827384,1.0,42.0
972,68.0,69609.66838332544,1.0,65.0
973,17.0,80502.78330504854,20.0,62.0
974,23.0,81586.78521756837,20.0,69.0
975,54.0,67121.72377396128,1.0,52.0
